trialID,Participant,isPractice,LayoutBlockNum,ConditionBlockNum,TrialNum,LayoutType,Condition,TargetType,PairCount,SelfRotation,RotateDirection,DecoyAmount,CurrentDecoy,RotationAmount,Baseline,Testing,DecoyBaseline,DecoyTesting,BeginTime,EndTime,ResponsePos_X,ResponsePos_Y,ResponsePos_Z,AnsPos_X,AnsPos_Y,AnsPos_Z,TargetName,ControllerPos_X,ControllerPos_Y,ControllerPoss_Z
P1002,0,True,0,0,0,C,physicalStatic,physicalTarget,0,none,-1,2,0,0,False,True,False,False,78.071400,82.221560,0.181934,0.000000,1.661804,-0.918072,0.000000,1.624299,Green Physical Target,0.051774,0.899729,0.401079
P1002,0,True,0,0,0,C,physicalStatic,physicalTarget,1,none,-1,2,0,0,False,True,False,False,82.221560,83.487080,0.146713,0.000000,1.702532,0.076902,0.000000,1.735412,Blue Physical Target,0.041160,0.905892,0.409105
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,0,rotate,3,3,0,40,True,False,False,False,12.007540,14.702240,-1.008998,0.000000,1.661009,-0.918072,0.000000,1.624299,Green Physical Target,-0.125486,0.957788,0.348195
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,1,rotate,3,3,0,40,True,False,False,False,14.702240,15.909650,0.166800,0.000000,1.756354,0.076902,0.000000,1.735412,Blue Physical Target,0.060329,0.935466,0.375784
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,0,rotate,3,3,0,40,False,False,True,False,32.923760,34.867460,-1.097443,0.000000,3.217957,-0.840839,0.000000,3.534419,Dotted Decoy Target,-0.067009,0.983896,0.383718
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,1,rotate,3,3,0,40,False,False,True,False,34.867460,36.021980,-0.701751,0.000000,1.412807,-0.738139,0.000000,1.269628,Stripes Decoy Target,-0.058350,0.930591,0.337463
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,0,rotate,3,3,0,40,False,False,False,True,41.033270,42.547790,-0.760166,0.000000,1.347493,-0.738139,0.000000,1.269628,Stripes Decoy Target,-0.074347,0.937711,0.288718
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,1,rotate,3,3,0,40,False,False,False,True,42.547790,43.630640,-0.846371,0.000000,3.294728,-0.840839,0.000000,3.534419,Dotted Decoy Target,-0.043685,1.032699,0.414437
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,0,rotate,3,3,1,0,False,False,True,False,60.654680,62.602540,2.345178,0.000000,1.371928,2.102798,0.000000,1.229415,Stripes Decoy Target,0.297434,0.921674,0.215002
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,1,rotate,3,3,1,0,False,False,True,False,62.602540,64.144400,2.961730,0.000000,2.578436,2.725666,0.000000,2.613943,Dotted Decoy Target,0.268207,0.983051,0.292731
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,0,rotate,3,3,1,0,False,False,False,True,69.158300,71.310200,2.707795,0.000000,2.359964,2.725666,0.000000,2.613943,Dotted Decoy Target,0.254740,0.957682,0.260465
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,1,rotate,3,3,1,0,False,False,False,True,71.310200,72.353670,2.025395,0.000000,1.238800,2.102798,0.000000,1.229415,Stripes Decoy Target,0.260748,0.912751,0.201243
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,0,rotate,3,3,2,80,False,False,True,False,89.379510,91.503710,1.389861,0.000000,2.205075,1.504774,0.000000,2.155950,Stripes Decoy Target,0.163978,0.917341,0.265144
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,1,rotate,3,3,2,80,False,False,True,False,91.503710,92.684350,0.603970,0.000000,1.336934,0.575812,0.000000,1.414769,Dotted Decoy Target,0.122114,0.877288,0.237251
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,0,rotate,3,3,2,80,False,False,False,True,97.697590,99.403120,0.634719,0.000000,1.353650,0.575812,0.000000,1.414769,Dotted Decoy Target,0.101056,0.904486,0.274818
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,1,rotate,3,3,2,80,False,False,False,True,99.403120,100.447500,1.313786,0.000000,2.174290,1.504774,0.000000,2.155950,Stripes Decoy Target,0.183245,0.979212,0.355770
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,0,rotate,3,3,0,40,False,True,False,False,105.461500,108.447300,0.376793,0.000000,1.647370,0.076902,0.000000,1.735412,Blue Physical Target,0.122894,0.930309,0.340932
P1002,1,True,0,0,1,C,physicalRotate,physicalTarget,1,rotate,3,3,0,40,False,True,False,False,108.447300,109.906900,-0.920746,0.000000,1.732868,-0.918072,0.000000,1.624299,Green Physical Target,-0.109011,0.981133,0.321670
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,0,none,-1,3,0,0,True,False,False,False,12.002240,13.693830,-0.939304,0.000000,2.326931,-0.924165,0.000000,2.576354,Blue Virtual Target,-0.043464,0.955559,0.353140
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,1,none,-1,3,0,0,True,False,False,False,13.693830,14.901020,-0.213054,0.000000,3.653544,-0.349930,0.000000,3.371509,Green Virtual Target,0.010370,0.984348,0.405881
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,0,none,-1,3,0,0,False,False,True,False,31.914420,33.179750,0.832202,0.000000,3.354115,0.961622,0.000000,3.513318,Dotted Decoy Target,0.104697,0.939305,0.366176
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,1,none,-1,3,0,0,False,False,True,False,33.179750,34.344810,-0.659399,0.000000,1.652000,-0.681141,0.000000,1.509098,Stripes Decoy Target,-0.028158,0.927569,0.301346
P1002,2,True,0,0,2,C,virtualStatic,virtualTarget,0,none,-1,3,0,0,False,False,False,True,39.346330,41.122590,-0.675275,0.000000,1.583831,-0.681141,0.000000,1.509098,Stripes Decoy Target,-0.023911,0.903065,0.284388
